# case	step	relation (explicit) or digest (corpus)
corpus_228	digest	368 2564b9b08240b9a7a2ba6471e883a67f
corpus_228_alternate	digest	92 4ce8f35516c294fc7aee982b9b5d1c3c
corpus_229	digest	416 1d268b0e34956887bdca48bfaa9f1f7f
corpus_229_alternate	digest	104 8c7ba599f1b473b44ffb39d1b8f189ab
corpus_230	digest	416 95e8a22a93a5d058174eef045900ce6b
corpus_230_alternate	digest	104 223e3599faac97a24e1c75cac60a44d8
corpus_231	digest	464 023f71f42f78fade930c3f703f77eb4f
corpus_231_alternate	digest	116 c6e8b7b1c1cf6b197c1a708e82bf7fd9
corpus_232	digest	464 619216a68f4e062c45914551e4ce4f03
corpus_232_alternate	digest	116 900f47938f647c06a7f2f19252ffd209
corpus_233	digest	512 63bc048f7c84d978a9a37dc0ca5665e3
corpus_233_alternate	digest	128 817989c867f26691e64a113757539bb1
corpus_234	digest	200 0387fcfa41fb9047b83f64a660321301
corpus_234_alternate	digest	50 64c2b7a42582eaee0a850b39e03b9ac6
corpus_235	digest	248 99f21b08afc9e84fc5ae300b5c4b6d6d
corpus_235_alternate	digest	62 e6111c7f9ecdc57cb0936e157cde3b19
corpus_236	digest	248 50c2cdcccc8056443bf12a9e2d721def
corpus_236_alternate	digest	62 e8fea66dfed26062db02304fd2c4ab38
corpus_237	digest	296 278806246e5551fa8558df984cfc76e1
corpus_237_alternate	digest	74 c00fd36aba79e177b6857315b246bd7b
corpus_238	digest	296 c21a410a7c407e11e5f133e026bb5f1f
corpus_238_alternate	digest	74 da8b26d9c7cc57d47fb6b23a24a00b03
corpus_239	digest	344 f1f000a862c9d7231454c4fd9c9d08d7
corpus_239_alternate	digest	86 51e9bb25f8d3677416b4a001fc45ea40
corpus_240	digest	344 101a4e44b1dd2381068ecd360fc588ef
corpus_240_alternate	digest	86 974f7ee8aa35328d4a5c8329e3ea9f12
corpus_241	digest	392 f78aa8ffc37cceb584cd571fc1942b21
corpus_241_alternate	digest	98 c719172a77eea45daee8852537d182c7
corpus_242	digest	392 fc8becddd6a8b6c4ecea75c8271dcaef
corpus_242_alternate	digest	98 5811b90c27e2aa6f2e109c4cb51e224f
corpus_243	digest	440 338a7008730153475b28b1736f23ebb3
corpus_243_alternate	digest	110 42b4fc4397d266cad4374ddc59ca6b48
corpus_244	digest	440 f295fb808d9fb390c48f18743e916153
corpus_244_alternate	digest	110 1e83a07970df3ecddb19170030d45b77
corpus_245	digest	488 980d8a41c9447094f94ef533c39b6e95
corpus_245_alternate	digest	122 94c42988b0f0c61699e7e6d0ee1b38c2
corpus_246	digest	488 412c437ddb9a149967d4a489deba4485
corpus_246_alternate	digest	122 a6cabeeb26e2054cb6a0760d351e8f4a
corpus_247	digest	224 7ef88b6e052cff5aa4cfbd8fe90610c1
corpus_247_alternate	digest	56 c1a788fc86105f20c3a054bc6f146bd3
corpus_248	digest	224 a322ab49aece3e5741c48ddab66b741f
corpus_248_alternate	digest	56 c9f7c79232eabc6ff417a58616de080c
corpus_249	digest	272 46fda45bdd069c62b0fdc6bf5b700581
corpus_249_alternate	digest	68 0d30c83c23a71c75723c5f51ec7bb61d
corpus_250	digest	272 782e95dfa044d6ca4bbd559035d26da3
corpus_250_alternate	digest	68 8337ed0d7e77647dfb0b025057d81480
corpus_251	digest	320 68de2702f4b93c5da21ae98341b7d93b
corpus_251_alternate	digest	80 d99d7088d00803c2fa59b6fc7654dc3f
corpus_252	digest	320 54e05e79f2371c86bc99cd4e3076f917
corpus_252_alternate	digest	80 e4541f7cf54fe86395662ba652b5f637
corpus_253	digest	368 161afa148e9ef82d4f6cb29f237e34d7
corpus_253_alternate	digest	92 950d1c62dc29f13ac2b15f05c9749437
corpus_254	digest	368 1e05bd77c848c01b3ac5b9def60ce589
corpus_254_alternate	digest	92 5179076723fca7e8061a2eaa757b373c
corpus_255	digest	416 e25151b529c910a7171b40f2fa3afadb
corpus_255_alternate	digest	104 a490ee5645d70c3df92e4c324a07979e
